,neighbourhood_group,price,minimum_nights,number_of_reviews,price_category,availability_365
38014,Manhattan,345,7,15,High,21
12249,Manhattan,345,4,16,High,206
3336,Manhattan,345,5,19,High,192
33421,Brooklyn,345,2,25,High,321
37103,Manhattan,345,2,29,High,100
35629,Manhattan,345,2,35,High,262
29610,Brooklyn,345,2,47,High,146
3413,Manhattan,345,1,56,High,0
27931,Manhattan,345,3,61,High,150
26942,Brooklyn,345,1,75,High,243
2745,Brooklyn,345,2,78,High,185
6102,Manhattan,345,7,95,High,13
4581,Manhattan,345,3,141,High,273
3120,Brooklyn,345,3,181,High,213
7911,Manhattan,341,3,138,High,58
20014,Brooklyn,340,3,12,High,63
8490,Manhattan,340,2,19,High,0
1823,Manhattan,340,7,38,High,302
32324,Manhattan,339,3,14,High,0
32322,Manhattan,339,3,18,High,0
42258,Manhattan,339,1,18,High,364
29625,Manhattan,339,3,19,High,365
43921,Manhattan,339,3,20,High,86
2004,Manhattan,339,4,28,High,167
31153,Manhattan,339,3,28,High,0
31175,Manhattan,339,3,30,High,0
30864,Manhattan,339,3,34,High,0
30867,Manhattan,339,3,34,High,0
30144,Manhattan,339,3,40,High,0
15378,Manhattan,339,1,87,High,318
35414,Brooklyn,335,3,16,High,81
12262,Brooklyn,335,2,21,High,304
19462,Manhattan,335,4,59,High,263
2158,Manhattan,334,11,14,High,238
19641,Manhattan,333,1,40,High,62
25161,Manhattan,333,30,66,High,210
15150,Manhattan,333,1,246,High,323
4672,Manhattan,330,4,11,High,260
11031,Manhattan,330,3,12,High,58
46428,Manhattan,330,1,13,High,164
33529,Brooklyn,330,1,34,High,147
1566,Brooklyn,330,3,51,High,19
12172,Brooklyn,330,2,84,High,327
13175,Manhattan,330,2,119,High,258
4601,Brooklyn,330,2,122,High,351
20239,Manhattan,330,2,124,High,317
29980,Manhattan,329,4,12,High,59
16685,Brooklyn,329,2,15,High,0
34176,Manhattan,329,4,17,High,252
22509,Manhattan,329,4,33,High,16
16048,Manhattan,329,3,104,High,205
9698,Manhattan,328,2,145,High,298
1139,Manhattan,328,2,319,High,112
2125,Brooklyn,325,1,11,High,363
22070,Manhattan,325,6,11,High,177
4213,Brooklyn,325,4,12,High,0
15443,Brooklyn,325,4,12,High,6
23009,Brooklyn,325,2,12,High,39
45512,Manhattan,325,3,14,High,126
25678,Manhattan,325,6,15,High,156
35613,Brooklyn,325,3,15,High,124
12109,Brooklyn,325,3,16,High,103
36853,Manhattan,325,1,16,High,7
42407,Manhattan,325,2,16,High,304
42453,Manhattan,325,1,16,High,346
12927,Manhattan,325,3,17,High,0
35891,Manhattan,325,4,17,High,319
1028,Manhattan,325,30,18,High,364
2284,Brooklyn,325,2,19,High,328
6063,Manhattan,325,2,19,High,0
24727,Manhattan,325,3,21,High,2
28366,Brooklyn,325,2,21,High,14
15968,Brooklyn,325,2,27,High,0
17600,Manhattan,325,3,29,High,349
23035,Brooklyn,325,3,32,High,33
40842,Manhattan,325,1,33,High,217
28833,Manhattan,325,1,35,High,141
15096,Manhattan,325,1,43,High,223
30682,Manhattan,325,5,44,High,179
699,Manhattan,325,4,46,High,20
17239,Manhattan,325,2,47,High,0
25378,Manhattan,325,5,47,High,310
36153,Manhattan,325,1,59,High,180
6376,Manhattan,325,5,64,High,330
8255,Manhattan,325,1,66,High,67
20545,Brooklyn,325,2,67,High,250
5284,Manhattan,325,3,70,High,71
12803,Brooklyn,325,3,74,High,179
15226,Brooklyn,325,2,76,High,160
24364,Manhattan,325,30,76,High,294
17782,Brooklyn,325,5,80,High,92
22649,Manhattan,325,5,84,High,69
18148,Brooklyn,325,2,87,High,126
619,Manhattan,325,5,89,High,153
23088,Brooklyn,325,2,94,High,166
15149,Manhattan,325,3,99,High,246
1177,Brooklyn,325,3,116,High,203
14442,Manhattan,325,2,130,High,139
23969,Manhattan,325,30,155,High,240
3663,Brooklyn,325,3,169,High,277
1030,Manhattan,325,2,197,High,207
11347,Brooklyn,325,1,264,High,47
890,Brooklyn,325,2,320,High,0
116,Brooklyn,325,3,324,High,107
42323,Manhattan,324,1,13,High,331
8117,Manhattan,322,4,89,High,76
46891,Manhattan,320,1,12,High,189
3383,Manhattan,320,30,24,High,66
5204,Brooklyn,320,3,39,High,242
36692,Manhattan,320,3,40,High,95
8392,Brooklyn,320,4,56,High,141
28698,Brooklyn,320,1,78,High,312
6689,Brooklyn,320,3,125,High,269
4479,Manhattan,320,3,168,High,269
3604,Brooklyn,320,2,172,High,330
23822,Manhattan,319,2,20,High,79
16445,Brooklyn,319,2,49,High,82
26589,Brooklyn,319,1,52,High,365
13813,Brooklyn,319,3,75,High,112
4887,Brooklyn,318,5,19,High,268
4758,Brooklyn,316,3,29,High,6
18213,Manhattan,316,3,74,High,348
38451,Manhattan,315,2,15,High,365
27284,Manhattan,315,4,16,High,7
13450,Manhattan,315,2,29,High,177
34190,Brooklyn,315,1,44,High,113
22946,Brooklyn,315,2,117,High,262
38830,Manhattan,313,1,22,High,28
1699,Brooklyn,312,2,302,High,246
44347,Manhattan,311,1,12,High,220
1102,Manhattan,311,3,31,High,28
2904,Manhattan,310,4,12,High,358
40019,Manhattan,310,31,18,High,7
5863,Manhattan,310,1,64,High,7
26217,Brooklyn,310,1,77,High,347
31313,Manhattan,310,2,78,High,169
12178,Manhattan,310,3,117,High,57
33237,Manhattan,309,1,15,High,143
12117,Brooklyn,308,2,22,High,109
38834,Manhattan,308,1,39,High,269
7166,Brooklyn,308,2,62,High,294
44231,Brooklyn,305,2,14,High,296
37180,Brooklyn,305,1,15,High,43
13752,Manhattan,305,2,21,High,177
24645,Manhattan,305,2,29,High,58
32682,Brooklyn,305,2,67,High,101
223,Manhattan,305,2,108,High,201
11606,Manhattan,305,3,175,High,132
3600,Manhattan,303,7,29,High,3
4750,Manhattan,300,3,11,Medium,0
5508,Manhattan,300,2,11,Medium,137
18715,Manhattan,300,3,11,Medium,0
20408,Brooklyn,300,2,11,Medium,9
22869,Brooklyn,300,4,11,Medium,94
25641,Brooklyn,300,2,11,Medium,51
35209,Manhattan,300,2,11,Medium,8
5639,Brooklyn,300,1,12,Medium,362
10086,Manhattan,300,3,12,Medium,33
34990,Manhattan,300,2,12,Medium,2
36917,Brooklyn,300,1,12,Medium,175
40022,Manhattan,300,1,12,Medium,357
40127,Brooklyn,300,2,12,Medium,352
43286,Manhattan,300,3,12,Medium,313
44797,Manhattan,300,3,12,Medium,61
45648,Manhattan,300,1,12,Medium,50
4307,Brooklyn,300,2,13,Medium,224
4733,Manhattan,300,30,13,Medium,291
12593,Manhattan,300,2,13,Medium,0
30039,Manhattan,300,2,13,Medium,0
32164,Brooklyn,300,2,13,Medium,365
40015,Manhattan,300,2,13,Medium,16
3100,Brooklyn,300,5,14,Medium,188
24663,Manhattan,300,7,14,Medium,9
26109,Manhattan,300,2,14,Medium,179
28775,Brooklyn,300,2,14,Medium,279
31174,Manhattan,300,2,14,Medium,87
31438,Manhattan,300,7,14,Medium,85
32503,Manhattan,300,3,14,Medium,0
37831,Manhattan,300,1,14,Medium,5
38914,Brooklyn,300,3,14,Medium,311
43270,Manhattan,300,1,14,Medium,306
17141,Manhattan,300,2,15,Medium,3
37555,Brooklyn,300,2,15,Medium,273
45544,Manhattan,300,3,15,Medium,357
2691,Brooklyn,300,2,16,Medium,41
16783,Manhattan,300,2,16,Medium,0
40463,Brooklyn,300,2,16,Medium,92
43093,Manhattan,300,2,16,Medium,52
3369,Manhattan,300,2,17,Medium,169
17019,Brooklyn,300,3,17,Medium,11
31189,Brooklyn,300,7,17,Medium,129
8590,Brooklyn,300,3,18,Medium,217
33905,Brooklyn,300,2,18,Medium,61
994,Manhattan,300,4,19,Medium,84
2550,Manhattan,300,3,19,Medium,0
4260,Manhattan,300,5,19,Medium,219
19889,Manhattan,300,2,19,Medium,179
25282,Manhattan,300,3,19,Medium,12
41247,Manhattan,300,1,19,Medium,166
27940,Brooklyn,300,3,20,Medium,318
25917,Manhattan,300,2,21,Medium,0
38250,Manhattan,300,3,21,Medium,308
16107,Manhattan,300,5,22,Medium,87
18786,Manhattan,300,2,22,Medium,8
33959,Manhattan,300,2,22,Medium,168
42809,Brooklyn,300,2,22,Medium,341
1008,Brooklyn,300,29,23,Medium,312
2713,Manhattan,300,2,23,Medium,365
19217,Manhattan,300,1,23,Medium,364
1142,Brooklyn,300,2,24,Medium,23
12637,Brooklyn,300,2,24,Medium,0
18588,Manhattan,300,4,24,Medium,61
26393,Brooklyn,300,2,24,Medium,294
30509,Manhattan,300,3,24,Medium,32
12021,Manhattan,300,3,25,Medium,0
14249,Manhattan,300,2,26,Medium,176
33156,Brooklyn,300,2,27,Medium,347
29134,Brooklyn,300,4,28,Medium,179
37717,Manhattan,300,4,28,Medium,217
27804,Manhattan,300,1,29,Medium,39
42223,Manhattan,300,1,29,Medium,247
10474,Manhattan,300,3,30,Medium,87
30186,Manhattan,300,3,30,Medium,182
2832,Manhattan,300,5,31,Medium,278
26886,Manhattan,300,2,31,Medium,99
30739,Manhattan,300,4,31,Medium,286
4648,Brooklyn,300,1,32,Medium,254
15202,Brooklyn,300,2,33,Medium,76
25711,Manhattan,300,3,33,Medium,58
32869,Brooklyn,300,3,33,Medium,292
2340,Brooklyn,300,5,34,Medium,365
19801,Brooklyn,300,2,34,Medium,180
25504,Brooklyn,300,2,34,Medium,239
840,Manhattan,300,3,36,Medium,29
16218,Manhattan,300,1,38,Medium,361
28210,Manhattan,300,3,38,Medium,272
15872,Brooklyn,300,3,39,Medium,259
621,Brooklyn,300,1,40,Medium,0
805,Brooklyn,300,2,40,Medium,0
2272,Manhattan,300,5,44,Medium,87
574,Manhattan,300,2,45,Medium,31
1282,Manhattan,300,1,45,Medium,111
14799,Brooklyn,300,5,46,Medium,29
21436,Brooklyn,300,3,48,Medium,3
9772,Manhattan,300,7,51,Medium,156
12645,Brooklyn,300,2,51,Medium,297
22579,Manhattan,300,30,51,Medium,126
26347,Brooklyn,300,30,51,Medium,75
34477,Manhattan,300,3,52,Medium,119
22758,Manhattan,300,3,53,Medium,104
35631,Manhattan,300,2,53,Medium,14
36424,Manhattan,300,1,54,Medium,48
5855,Manhattan,300,4,57,Medium,0
6925,Manhattan,300,3,57,Medium,168
19796,Manhattan,300,7,58,Medium,36
19600,Manhattan,300,1,59,Medium,73
23605,Brooklyn,300,3,59,Medium,333
7818,Manhattan,300,2,60,Medium,198
12406,Manhattan,300,2,60,Medium,118
35910,Manhattan,300,1,61,Medium,154
7276,Brooklyn,300,2,62,Medium,274
1374,Brooklyn,300,30,63,Medium,365
29574,Manhattan,300,1,64,Medium,332
2984,Manhattan,300,2,65,Medium,350
2478,Manhattan,300,3,66,Medium,286
21351,Brooklyn,300,30,67,Medium,360
19026,Manhattan,300,4,69,Medium,110
10802,Brooklyn,300,3,70,Medium,338
30683,Brooklyn,300,1,70,Medium,1
35352,Manhattan,300,1,76,Medium,239
17349,Brooklyn,300,3,83,Medium,218
4574,Brooklyn,300,2,85,Medium,268
22302,Brooklyn,300,3,86,Medium,269
14979,Manhattan,300,5,88,Medium,121
6147,Manhattan,300,5,91,Medium,288
1248,Manhattan,300,30,92,Medium,106
4456,Manhattan,300,3,92,Medium,254
1922,Manhattan,300,30,93,Medium,284
22354,Brooklyn,300,2,95,Medium,229
15449,Manhattan,300,3,100,Medium,335
13092,Manhattan,300,4,104,Medium,58
28277,Manhattan,300,1,104,Medium,19
2165,Manhattan,300,3,108,Medium,318
30877,Manhattan,300,1,118,Medium,28
25342,Manhattan,300,1,139,Medium,265
6104,Manhattan,300,4,143,Medium,204
715,Manhattan,300,4,153,Medium,246
18007,Manhattan,300,1,158,Medium,172
440,Manhattan,300,2,203,Medium,258
12714,Manhattan,300,1,268,Medium,261
33588,Manhattan,299,2,11,Medium,0
45190,Manhattan,299,2,11,Medium,194
4383,Brooklyn,299,3,13,Medium,346
40117,Manhattan,299,3,13,Medium,212
40819,Manhattan,299,1,13,Medium,61
42499,Manhattan,299,1,13,Medium,0
15444,Manhattan,299,2,14,Medium,0
43360,Manhattan,299,4,16,Medium,59
9418,Brooklyn,299,2,18,Medium,0
902,Manhattan,299,10,19,Medium,101
42095,Manhattan,299,1,20,Medium,362
27799,Manhattan,299,2,21,Medium,2
31374,Manhattan,299,3,22,Medium,278
42552,Manhattan,299,1,22,Medium,303
39304,Manhattan,299,3,23,Medium,207
10859,Manhattan,299,2,25,Medium,221
2737,Manhattan,299,2,26,Medium,88
31264,Manhattan,299,2,26,Medium,0
23210,Manhattan,299,2,28,Medium,64
31329,Manhattan,299,3,29,Medium,6
28459,Manhattan,299,2,30,Medium,274
32587,Manhattan,299,1,31,Medium,84
36187,Manhattan,299,1,32,Medium,264
34714,Manhattan,299,3,33,Medium,96
18543,Brooklyn,299,2,35,Medium,261
36385,Manhattan,299,2,35,Medium,277
27183,Manhattan,299,2,37,Medium,188
3132,Manhattan,299,4,38,Medium,3
31259,Manhattan,299,2,41,Medium,169
758,Manhattan,299,3,49,Medium,365
25037,Manhattan,299,3,57,Medium,116
4868,Manhattan,299,4,58,Medium,324
23330,Brooklyn,299,2,59,Medium,180
13581,Manhattan,299,30,60,Medium,332
6255,Manhattan,299,2,63,Medium,210
9505,Manhattan,299,1,69,Medium,257
22725,Brooklyn,299,2,76,Medium,0
32811,Manhattan,299,3,76,Medium,91
27821,Manhattan,299,2,80,Medium,199
9886,Manhattan,299,3,90,Medium,304
3484,Manhattan,299,28,92,Medium,14
19063,Manhattan,299,1,103,Medium,335
191,Manhattan,299,2,109,Medium,207
12265,Manhattan,299,4,114,Medium,282
4280,Manhattan,299,2,155,Medium,267
9279,Manhattan,299,28,160,Medium,315
12399,Manhattan,299,1,176,Medium,297
11896,Manhattan,299,1,177,Medium,91
2767,Manhattan,299,1,200,Medium,100
6566,Brooklyn,298,3,16,Medium,4
37117,Manhattan,298,1,16,Medium,300
7451,Brooklyn,298,3,17,Medium,35
26843,Brooklyn,298,3,24,Medium,265
993,Brooklyn,298,30,131,Medium,296
12040,Manhattan,296,2,24,Medium,0
1746,Manhattan,295,10,11,Medium,0
32645,Brooklyn,295,3,11,Medium,1
18058,Manhattan,295,7,12,Medium,128
19794,Manhattan,295,365,15,Medium,0
30010,Manhattan,295,2,15,Medium,51
17453,Brooklyn,295,2,16,Medium,0
32219,Brooklyn,295,4,16,Medium,68
8966,Manhattan,295,1,17,Medium,175
36525,Manhattan,295,3,19,Medium,77
8409,Manhattan,295,3,22,Medium,0
41325,Manhattan,295,3,22,Medium,228
34739,Manhattan,295,2,24,Medium,70
33308,Manhattan,295,2,26,Medium,2
34980,Brooklyn,295,2,31,Medium,25
10499,Manhattan,295,3,32,Medium,0
20163,Manhattan,295,5,36,Medium,16
18280,Manhattan,295,2,42,Medium,81
20645,Manhattan,295,2,43,Medium,66
17152,Manhattan,295,2,48,Medium,0
16168,Manhattan,295,1,50,Medium,77
25596,Brooklyn,295,30,50,Medium,208
22749,Manhattan,295,1,52,Medium,256
31499,Brooklyn,295,1,52,Medium,161
31958,Manhattan,295,1,54,Medium,117
10251,Manhattan,295,3,63,Medium,214
15292,Brooklyn,295,2,70,Medium,292
30219,Manhattan,295,2,71,Medium,89
1479,Manhattan,295,4,72,Medium,122
428,Manhattan,295,2,74,Medium,264
6795,Brooklyn,295,2,75,Medium,339
18569,Brooklyn,295,2,78,Medium,309
1292,Manhattan,295,3,85,Medium,261
2066,Manhattan,295,7,92,Medium,316
8218,Manhattan,295,2,94,Medium,272
1246,Manhattan,295,5,103,Medium,350
4315,Brooklyn,295,2,110,Medium,151
2509,Brooklyn,295,2,114,Medium,79
29819,Manhattan,295,1,114,Medium,125
657,Brooklyn,295,5,125,Medium,0
13678,Brooklyn,295,3,182,Medium,226
459,Manhattan,295,3,227,Medium,247
3249,Manhattan,295,1,261,Medium,245
32167,Manhattan,294,4,34,Medium,179
18201,Manhattan,294,5,150,Medium,105
34664,Manhattan,290,3,11,Medium,85
45022,Manhattan,290,2,11,Medium,268
4098,Manhattan,290,4,12,Medium,359
34834,Brooklyn,290,4,12,Medium,117
23608,Manhattan,290,3,13,Medium,66
42270,Manhattan,290,2,14,Medium,149
2446,Manhattan,290,1,21,Medium,128
6045,Manhattan,290,4,21,Medium,193
3712,Brooklyn,290,2,25,Medium,195
389,Manhattan,290,2,35,Medium,20
24534,Brooklyn,290,30,48,Medium,299
12951,Manhattan,290,2,55,Medium,0
11383,Manhattan,290,3,58,Medium,188
18158,Manhattan,290,3,59,Medium,256
14769,Manhattan,290,2,62,Medium,19
14966,Manhattan,290,2,69,Medium,99
1829,Manhattan,290,2,70,Medium,339
4380,Manhattan,290,1,77,Medium,252
4808,Manhattan,290,7,90,Medium,41
31402,Manhattan,290,1,99,Medium,70
3394,Manhattan,290,1,114,Medium,157
43410,Manhattan,289,5,15,Medium,146
40558,Manhattan,289,2,17,Medium,72
33750,Brooklyn,289,30,32,Medium,60
1942,Brooklyn,289,3,38,Medium,354
2204,Brooklyn,289,2,39,Medium,88
3747,Manhattan,289,3,41,Medium,247
18424,Manhattan,289,2,74,Medium,243
12155,Brooklyn,289,3,128,Medium,92
21640,Manhattan,289,2,128,Medium,252
7178,Manhattan,289,10,169,Medium,3
12409,Manhattan,289,2,180,Medium,253
4667,Manhattan,288,7,14,Medium,222
31187,Manhattan,288,3,36,Medium,109
36257,Manhattan,288,3,44,Medium,48
27082,Manhattan,288,3,66,Medium,300
601,Manhattan,288,2,120,Medium,229
23032,Manhattan,287,1,68,Medium,324
2658,Manhattan,285,5,11,Medium,173
38251,Manhattan,285,3,12,Medium,313
35381,Brooklyn,285,3,13,Medium,275
39363,Manhattan,285,3,16,Medium,241
15520,Brooklyn,285,2,17,Medium,0
41803,Manhattan,285,1,17,Medium,261
21998,Brooklyn,285,4,19,Medium,15
3650,Brooklyn,285,8,23,Medium,364
34899,Brooklyn,285,2,25,Medium,36
37584,Brooklyn,285,5,29,Medium,74
14724,Manhattan,285,1,32,Medium,365
5957,Brooklyn,285,2,37,Medium,0
5914,Brooklyn,285,3,43,Medium,12
34716,Manhattan,285,2,44,Medium,70
3691,Manhattan,285,2,47,Medium,194
11182,Brooklyn,285,2,53,Medium,13
10306,Brooklyn,285,3,66,Medium,292
82,Manhattan,285,5,70,Medium,328
7839,Manhattan,285,30,74,Medium,284
13666,Manhattan,285,5,79,Medium,153
21466,Manhattan,285,1,79,Medium,310
4778,Brooklyn,285,1,89,Medium,110
7948,Manhattan,285,30,104,Medium,249
254,Brooklyn,285,3,124,Medium,279
2413,Manhattan,285,2,124,Medium,131
8268,Manhattan,284,4,11,Medium,0
13965,Brooklyn,283,4,92,Medium,234
44362,Manhattan,280,2,11,Medium,182
40885,Brooklyn,280,1,12,Medium,250
12112,Brooklyn,280,1,13,Medium,363
4585,Manhattan,280,2,17,Medium,0
27881,Brooklyn,280,2,19,Medium,0
3107,Manhattan,280,3,21,Medium,98
20549,Manhattan,280,4,23,Medium,17
43468,Manhattan,280,2,23,Medium,215
10444,Brooklyn,280,2,24,Medium,151
35210,Manhattan,280,2,28,Medium,147
8671,Manhattan,280,2,29,Medium,0
15615,Brooklyn,280,3,30,Medium,125
36774,Manhattan,280,30,32,Medium,112
33114,Manhattan,280,2,40,Medium,119
21215,Brooklyn,280,2,41,Medium,343
17969,Brooklyn,280,3,43,Medium,335
8065,Manhattan,280,3,46,Medium,64
20000,Manhattan,280,2,53,Medium,12
14571,Manhattan,280,2,60,Medium,317
29445,Manhattan,280,1,66,Medium,257
2056,Brooklyn,280,3,68,Medium,280
1247,Brooklyn,280,7,82,Medium,41
5817,Manhattan,280,2,92,Medium,173
25059,Manhattan,280,3,92,Medium,69
1713,Manhattan,280,4,97,Medium,48
7689,Manhattan,280,3,122,Medium,113
2808,Brooklyn,280,1,124,Medium,359
20658,Brooklyn,280,1,133,Medium,359
8191,Brooklyn,280,3,152,Medium,274
44588,Brooklyn,279,2,11,Medium,112
40103,Manhattan,279,1,12,Medium,0
42634,Manhattan,279,2,26,Medium,229
3938,Manhattan,279,1,78,Medium,363
640,Brooklyn,279,1,120,Medium,362
24972,Manhattan,279,1,130,Medium,174
23648,Manhattan,278,2,18,Medium,35
22657,Manhattan,278,5,53,Medium,30
28689,Manhattan,277,3,70,Medium,75
41086,Manhattan,276,3,12,Medium,277
8286,Brooklyn,276,3,19,Medium,78
8146,Manhattan,276,4,46,Medium,9
7080,Manhattan,275,2,11,Medium,0
39043,Manhattan,275,3,11,Medium,36
4900,Manhattan,275,30,12,Medium,358
8563,Brooklyn,275,30,12,Medium,70
17195,Manhattan,275,3,12,Medium,12
23724,Manhattan,275,6,13,Medium,0
42027,Manhattan,275,2,13,Medium,233
46044,Manhattan,275,1,13,Medium,189
7549,Manhattan,275,7,15,Medium,45
21831,Manhattan,275,2,15,Medium,207
24220,Manhattan,275,2,15,Medium,5
1017,Manhattan,275,2,16,Medium,167
3059,Brooklyn,275,5,16,Medium,12
16118,Manhattan,275,3,16,Medium,0
24492,Manhattan,275,2,16,Medium,0
1380,Brooklyn,275,31,17,Medium,364
25826,Manhattan,275,2,17,Medium,171
26560,Manhattan,275,30,17,Medium,196
28782,Brooklyn,275,2,17,Medium,72
12116,Manhattan,275,4,18,Medium,85
13855,Brooklyn,275,2,18,Medium,292
3176,Brooklyn,275,4,19,Medium,205
4550,Brooklyn,275,4,19,Medium,34
2655,Brooklyn,275,3,20,Medium,257
6156,Manhattan,275,2,20,Medium,0
24597,Manhattan,275,3,20,Medium,106
25128,Brooklyn,275,3,20,Medium,35
31204,Manhattan,275,3,20,Medium,359
32884,Manhattan,275,2,20,Medium,10
33834,Brooklyn,275,2,20,Medium,0
8743,Brooklyn,275,3,21,Medium,5
25716,Manhattan,275,30,21,Medium,318
25013,Manhattan,275,2,23,Medium,0
16479,Manhattan,275,3,24,Medium,82
21682,Brooklyn,275,1,26,Medium,271
2452,Brooklyn,275,4,27,Medium,197
15977,Brooklyn,275,3,27,Medium,271
34204,Manhattan,275,2,27,Medium,29
10296,Brooklyn,275,6,28,Medium,0
4695,Manhattan,275,5,30,Medium,20
19320,Manhattan,275,2,32,Medium,41
8321,Manhattan,275,1,35,Medium,0
38927,Manhattan,275,30,35,Medium,253
6664,Manhattan,275,30,39,Medium,365
190,Manhattan,275,1,41,Medium,299
6409,Manhattan,275,3,41,Medium,258
36252,Brooklyn,275,3,43,Medium,123
36429,Brooklyn,275,2,45,Medium,249
34179,Manhattan,275,2,47,Medium,275
1037,Manhattan,275,3,50,Medium,277
11547,Brooklyn,275,3,51,Medium,0
9246,Manhattan,275,3,58,Medium,59
9792,Brooklyn,275,2,60,Medium,0
1355,Manhattan,275,6,61,Medium,69
25693,Brooklyn,275,3,62,Medium,310
4559,Manhattan,275,3,63,Medium,323
29785,Manhattan,275,2,63,Medium,239
22029,Brooklyn,275,2,66,Medium,23
15299,Manhattan,275,2,70,Medium,307
10406,Brooklyn,275,3,77,Medium,256
12166,Brooklyn,275,5,77,Medium,6
13615,Manhattan,275,4,77,Medium,0
8002,Brooklyn,275,3,78,Medium,0
27841,Brooklyn,275,2,78,Medium,325
2156,Brooklyn,275,4,81,Medium,310
20741,Manhattan,275,1,81,Medium,258
25211,Manhattan,275,2,86,Medium,137
22856,Manhattan,275,3,89,Medium,96
27339,Manhattan,275,2,93,Medium,66
12255,Manhattan,275,2,95,Medium,248
19501,Brooklyn,275,2,102,Medium,276
21102,Brooklyn,275,2,119,Medium,65
809,Brooklyn,275,31,121,Medium,305
17781,Manhattan,275,2,125,Medium,146
14906,Manhattan,275,2,136,Medium,170
68,Brooklyn,275,1,148,Medium,362
11222,Manhattan,275,2,148,Medium,216
